Trip ID,User ID,Destination,Departure Date,Return Date,Travel Type,Transportation Mode,Hotel Rating,Total Cost ($),Customer_Satisfaction,Satisfaction_level,Departure Month,Trip_Duration
TRIP10812,USER4447,Paris,2025-01-28,2025-03-20,Business,Car,2,3551.68,1.0,Low,January,51
TRIP02893,USER7220,Rome,2025-02-13,2025-04-06,Beach,Bus,4,3649.38,2.0,Low,February,52
TRIP02454,USER2331,Dubai,2025-03-10,2025-04-15,Family,Bus,2,1027.39,3.0,Low,March,36
TRIP06895,USER3908,Rome,2024-04-30,2025-03-17,Business,Flight,1,508.34,5.0,Medium,April,321
TRIP04838,USER4777,Tokyo,2024-05-13,2024-10-16,Leisure,Flight,3,1105.68,10.0,High,May,156
TRIP09510,USER2889,New York,2024-07-19,2024-12-16,Cultural,Train,3,1159.67,2.0,Low,July,150
TRIP16107,USER1829,Rome,2024-07-16,2025-02-20,Family,Bus,1,829.94,4.0,Low,July,219
TRIP15024,USER5482,Barcelona,2024-07-17,2024-12-18,Family,Flight,2,3080.53,8.0,High,July,154
TRIP06538,USER2868,New York,2025-01-14,2025-03-16,Business,Bus,4,1377.32,7.0,Medium,January,61
TRIP09597,USER3533,Dubai,2024-05-25,2024-08-05,Cultural,Bus,2,3682.63,5.0,Medium,May,72
TRIP15119,USER1443,Istanbul,2025-02-20,2025-03-15,Cultural,Bus,5,3182.46,5.0,Medium,February,23
TRIP15015,USER7430,Paris,2024-06-24,2024-08-30,Adventure,Train,2,4670.17,3.0,Low,June,67
TRIP14462,USER8571,Paris,2024-10-30,2024-12-07,Cultural,Flight,1,1498.45,9.0,High,October,38
TRIP16738,USER1550,Istanbul,2025-01-13,2025-03-14,Family,Car,5,675.23,9.0,High,January,60
TRIP013,USER8950,Istanbul,2024-09-16,2025-03-14,Adventure,Flight,3,3510.53,9.0,High,September,179
TRIP11865,USER9583,London,2024-06-02,2024-08-24,Beach,Train,4,4774.85,5.0,Medium,June,83
TRIP00822,USER8236,Dubai,2025-01-01,2025-04-12,Business,Bus,2,3331.8,1.0,Low,January,101
TRIP11084,USER5828,Tokyo,2024-04-14,2024-09-02,Beach,Flight,3,3317.49,5.0,Medium,April,141
TRIP19698,USER3087,Rome,2024-09-27,2025-04-15,Leisure,Bus,3,4841.03,7.0,Medium,September,200
TRIP08264,USER2002,Dubai,2024-12-08,2025-02-22,Adventure,Bus,4,4972.0,1.0,Low,December,76
TRIP09993,USER8767,Barcelona,2024-04-23,2025-01-26,Business,Cruise,3,1120.97,2.0,Low,April,278
TRIP00456,USER4448,Istanbul,2024-04-25,2025-04-10,Adventure,Flight,2,3062.07,8.0,High,April,350
TRIP16126,USER6018,Bangkok,2025-01-24,2025-04-06,Adventure,Car,3,4874.36,4.0,Low,January,72
TRIP19703,USER2550,Istanbul,2024-05-09,2025-02-09,Adventure,Train,3,2085.95,5.0,Medium,May,276
TRIP09944,USER6013,Rome,2024-04-08,2024-04-21,Beach,Flight,2,3582.82,10.0,High,April,13
TRIP03486,USER7376,Sydney,2024-05-25,2024-10-03,Leisure,Train,1,4143.87,4.0,Low,May,131
TRIP17598,USER5327,London,2024-04-03,2024-10-06,Business,Car,3,3028.36,4.0,Low,April,186
TRIP18772,USER7418,Bangkok,2025-01-27,2025-02-04,Family,Train,3,4092.63,4.0,Low,January,8
TRIP00662,USER6901,Istanbul,2024-08-31,2024-10-06,Beach,Train,1,2279.38,4.0,Low,August,36
TRIP18696,USER3283,Bangkok,2024-05-27,2025-01-16,Leisure,Train,5,2502.47,10.0,High,May,234
TRIP12839,USER1504,Barcelona,2025-02-09,2025-03-04,Family,Train,1,1305.67,10.0,High,February,23
TRIP11209,USER7325,Sydney,2025-01-07,2025-03-14,Leisure,Bus,1,1206.83,1.0,Low,January,66
TRIP17616,USER6403,Rome,2024-11-13,2024-11-17,Family,Flight,1,2591.02,6.0,Medium,November,4
TRIP00946,USER9470,London,2025-01-29,2025-02-01,Business,Bus,3,3085.61,8.0,High,January,3
TRIP02762,USER5215,New York,2024-07-05,2024-09-09,Beach,Train,2,2863.15,3.0,Low,July,66
TRIP09696,USER1994,Rome,2024-06-18,2024-06-26,Leisure,Train,3,3364.72,6.0,Medium,June,8
TRIP16495,USER8477,Dubai,2024-04-22,2025-03-15,Adventure,Train,3,4201.82,7.0,Medium,April,327
TRIP15575,USER7621,London,2024-07-24,2024-09-09,Business,Train,1,3528.93,10.0,High,July,47
TRIP12087,USER5085,Istanbul,2024-07-17,2024-10-24,Family,Bus,3,3611.4,3.0,Low,July,99
TRIP15537,USER4758,Istanbul,2024-09-24,2025-03-14,Family,Cruise,5,4262.62,6.0,Medium,September,171
TRIP19556,USER2808,Istanbul,2025-01-05,2025-01-27,Beach,Flight,2,760.14,2.0,Low,January,22
TRIP04108,USER5075,Dubai,2024-09-17,2025-01-28,Leisure,Car,2,605.11,5.0,Medium,September,133
TRIP01412,USER6683,Bangkok,2024-07-17,2025-01-12,Cultural,Train,2,2612.13,2.0,Low,July,179
TRIP07766,USER5984,Barcelona,2024-03-31,2024-11-25,Beach,Flight,1,2572.79,6.0,Medium,March,239
TRIP08302,USER1599,Tokyo,2024-06-09,2025-03-31,Leisure,Flight,1,2256.21,10.0,High,June,295
TRIP08203,USER6642,London,2024-06-07,2024-08-17,Family,Cruise,3,3283.01,4.0,Low,June,71
TRIP06425,USER2027,New York,2024-08-31,2024-11-12,Cultural,Car,2,3790.89,8.0,High,August,73
TRIP05851,USER3338,Paris,2024-08-10,2024-08-14,Leisure,Bus,2,3848.19,6.0,Medium,August,4
TRIP03711,USER2545,Sydney,2024-05-29,2024-08-19,Business,Cruise,4,4084.16,9.0,High,May,82
TRIP06629,USER1286,Sydney,2025-02-12,2025-03-14,Beach,Cruise,2,4047.11,3.0,Low,February,30
TRIP14420,USER8091,Bangkok,2024-03-16,2024-05-20,Business,Cruise,5,3956.54,2.0,Low,March,65
TRIP13698,USER3809,Barcelona,2025-01-31,2025-02-19,Adventure,Car,1,3954.0,3.0,Low,January,19
TRIP11075,USER5477,New York,2024-06-19,2024-08-08,Leisure,Cruise,5,1545.9,6.0,Medium,June,50
TRIP11699,USER7606,Paris,2024-10-19,2024-12-22,Beach,Flight,5,4238.36,3.0,Low,October,64
TRIP13553,USER8354,Barcelona,2024-10-15,2024-11-17,Family,Train,2,4354.24,2.0,Low,October,33
TRIP05238,USER5243,Barcelona,2024-10-12,2024-12-30,Business,Flight,2,3483.59,3.0,Low,October,79
TRIP17682,USER6821,Rome,2025-02-25,2025-03-02,Leisure,Car,5,3660.88,3.0,Low,February,5
TRIP01119,USER5911,New York,2024-03-20,2025-02-15,Leisure,Car,5,971.38,9.0,High,March,332
TRIP17537,USER7009,Istanbul,2024-07-22,2024-09-16,Cultural,Car,5,4961.64,1.0,Low,July,56
TRIP10406,USER6146,London,2024-03-30,2024-09-29,Cultural,Train,5,1731.11,9.0,High,March,183
TRIP03256,USER6085,Tokyo,2025-03-12,2025-03-28,Beach,Cruise,4,4876.87,9.0,High,March,16
TRIP12809,USER3221,Dubai,2024-07-08,2024-09-19,Adventure,Car,5,1946.74,2.0,Low,July,73
TRIP15331,USER5924,Sydney,2024-07-27,2024-12-12,Cultural,Train,4,3453.84,2.0,Low,July,138
TRIP13279,USER2895,New York,2025-03-13,2025-03-15,Adventure,Train,5,1766.43,7.0,Medium,March,2
TRIP11624,USER4396,Barcelona,2024-04-11,2025-03-04,Beach,Train,4,3825.0,6.0,Medium,April,327
TRIP16285,USER7051,London,2024-08-24,2024-10-13,Beach,Flight,2,1128.84,7.0,Medium,August,50
TRIP05890,USER9479,London,2025-02-01,2025-02-09,Leisure,Car,2,2288.38,1.0,Low,February,8
TRIP04365,USER7546,London,2024-07-25,2025-04-07,Adventure,Flight,5,3386.69,2.0,Low,July,256
TRIP14963,USER3000,Tokyo,2024-12-13,2025-02-26,Leisure,Flight,2,3994.61,9.0,High,December,75
TRIP01793,USER7511,Tokyo,2024-10-19,2025-01-30,Family,Bus,5,2089.59,7.0,Medium,October,103
TRIP02574,USER5066,Barcelona,2024-04-24,2025-01-27,Business,Bus,4,1457.67,10.0,High,April,278
TRIP02707,USER2204,Bangkok,2024-12-23,2024-12-30,Leisure,Bus,2,2700.38,9.0,High,December,7
TRIP01049,USER1478,Tokyo,2024-07-08,2025-01-03,Cultural,Flight,4,3467.95,7.0,Medium,July,179
TRIP01576,USER1273,Paris,2024-12-06,2025-02-09,Adventure,Bus,3,3948.25,6.0,Medium,December,65
TRIP17012,USER1596,London,2024-05-11,2024-12-09,Beach,Flight,4,917.48,9.0,High,May,212
TRIP00558,USER6584,London,2024-07-13,2024-10-19,Adventure,Train,4,3416.03,6.0,Medium,July,98
TRIP03098,USER6450,New York,2024-06-26,2025-03-10,Leisure,Cruise,5,4657.48,3.0,Low,June,257
TRIP16688,USER5345,London,2024-08-24,2025-02-14,Family,Flight,5,3806.51,3.0,Low,August,174
TRIP04515,USER7402,Rome,2024-03-28,2024-05-05,Family,Train,5,1638.41,8.0,High,March,38
TRIP07602,USER8205,Istanbul,2025-01-30,2025-04-11,Business,Bus,2,2400.45,4.0,Low,January,71
TRIP12636,USER2526,Istanbul,2024-12-18,2025-02-28,Leisure,Flight,4,4945.71,5.0,Medium,December,72
TRIP17866,USER9595,Barcelona,2024-07-16,2025-02-14,Leisure,Car,2,2766.9,10.0,High,July,213
TRIP14664,USER9633,Bangkok,2024-12-07,2025-03-19,Business,Train,1,4074.78,9.0,High,December,102
TRIP14523,USER8925,Dubai,2025-01-14,2025-04-15,Leisure,Bus,1,2352.43,7.0,Medium,January,91
TRIP01429,USER1691,Bangkok,2024-11-09,2024-11-30,Leisure,Bus,2,1578.99,6.0,Medium,November,21
TRIP14123,USER4189,Sydney,2024-10-19,2025-02-01,Leisure,Bus,3,1894.18,3.0,Low,October,105
TRIP18730,USER4966,Bangkok,2025-02-07,2025-03-22,Adventure,Cruise,2,1687.35,7.0,Medium,February,43
TRIP13256,USER6299,Tokyo,2024-03-18,2024-04-28,Adventure,Cruise,4,2544.92,8.0,High,March,41
TRIP04644,USER2095,Dubai,2024-05-12,2024-10-27,Beach,Bus,1,1144.1,6.0,Medium,May,168
TRIP09500,USER6252,New York,2024-06-16,2025-04-06,Beach,Cruise,2,4446.11,8.0,High,June,294
TRIP14329,USER4443,Barcelona,2024-08-27,2024-11-17,Adventure,Bus,1,2659.49,5.0,Medium,August,82
TRIP08038,USER5000,Barcelona,2024-12-27,2025-01-28,Beach,Bus,1,1281.86,6.0,Medium,December,32
TRIP07469,USER1488,Paris,2024-10-17,2024-12-11,Adventure,Car,2,4047.56,2.0,Low,October,55
TRIP19258,USER9459,Sydney,2024-08-22,2024-09-17,Adventure,Flight,1,2737.7,7.0,Medium,August,26
TRIP10506,USER1919,Paris,2024-12-16,2025-02-27,Leisure,Train,2,905.58,8.0,High,December,73
TRIP01249,USER2384,Tokyo,2025-01-03,2025-03-30,Business,Bus,1,1317.52,6.0,Medium,January,86
TRIP03769,USER8532,Barcelona,2024-10-22,2024-11-14,Family,Cruise,5,1019.79,7.0,Medium,October,23
TRIP09047,USER5450,London,2025-02-03,2025-02-19,Family,Flight,1,4953.85,9.0,High,February,16
TRIP12016,USER5431,Istanbul,2024-11-20,2024-12-03,Cultural,Flight,4,1196.11,6.0,Medium,November,13
TRIP10401,USER2321,Tokyo,2024-09-26,2024-10-19,Leisure,Bus,3,1954.65,10.0,High,September,23
TRIP18531,USER4822,Sydney,2024-11-13,2024-12-19,Adventure,Cruise,4,3270.4,6.0,Medium,November,36
TRIP10155,USER7300,Paris,2024-05-12,2025-01-16,Leisure,Car,1,1416.32,1.0,Low,May,249
TRIP12998,USER7040,London,2024-06-17,2024-12-05,Beach,Train,2,4824.22,10.0,High,June,171
TRIP16048,USER2419,Bangkok,2025-01-09,2025-02-27,Leisure,Flight,1,1354.71,1.0,Low,January,49
TRIP12439,USER5267,Bangkok,2024-08-13,2025-02-25,Family,Cruise,5,771.4,8.0,High,August,196
TRIP09105,USER6445,Barcelona,2024-06-26,2024-12-10,Business,Train,3,2550.39,4.0,Low,June,167
TRIP11000,USER3740,London,2024-10-05,2024-12-03,Family,Flight,3,819.56,6.0,Medium,October,59
TRIP17839,USER1594,Sydney,2024-12-18,2025-01-16,Beach,Cruise,4,1823.77,9.0,High,December,29
TRIP029,USER5975,Bangkok,2024-06-03,2024-11-28,Adventure,Flight,4,646.0,4.0,Low,June,178
TRIP15724,USER5926,Sydney,2024-12-13,2025-04-02,Business,Train,5,837.81,6.0,Medium,December,110
TRIP00357,USER8002,New York,2024-10-26,2025-04-06,Leisure,Bus,2,3352.58,1.0,Low,October,162
TRIP09713,USER7983,Rome,2024-09-01,2025-03-17,Beach,Car,4,1795.31,7.0,Medium,September,197
TRIP03197,USER2214,Barcelona,2024-10-19,2024-11-28,Beach,Train,1,1423.97,10.0,High,October,40
TRIP16859,USER9491,Tokyo,2025-01-04,2025-01-21,Leisure,Train,4,748.67,8.0,High,January,17
TRIP17035,USER4839,Dubai,2025-01-26,2025-04-07,Cultural,Bus,3,3292.23,5.0,Medium,January,71
TRIP18137,USER8579,New York,2024-12-06,2025-03-26,Family,Car,2,1823.69,6.0,Medium,December,110
TRIP12014,USER7998,Sydney,2024-05-02,2025-02-04,Family,Car,5,3796.12,5.0,Medium,May,278
TRIP08607,USER1030,London,2024-12-20,2025-02-21,Adventure,Bus,5,1249.8,6.0,Medium,December,63
TRIP05696,USER1686,Dubai,2024-09-16,2024-12-08,Business,Train,2,3836.8,10.0,High,September,83
TRIP06930,USER1804,Barcelona,2025-02-23,2025-03-22,Cultural,Car,2,3016.95,8.0,High,February,27
TRIP18275,USER3407,Dubai,2025-02-05,2025-03-28,Beach,Flight,1,2132.2,2.0,Low,February,51
TRIP13249,USER1567,Tokyo,2024-05-06,2024-05-21,Beach,Train,1,3831.2,4.0,Low,May,15
TRIP03709,USER2505,Paris,2024-09-30,2024-11-10,Cultural,Car,2,3476.85,2.0,Low,September,41
TRIP04262,USER5299,Sydney,2024-07-17,2025-01-24,Leisure,Bus,4,1998.28,2.0,Low,July,191
TRIP00971,USER6081,London,2024-04-17,2024-12-19,Beach,Cruise,4,3377.1,2.0,Low,April,246
TRIP06814,USER8141,Paris,2024-12-13,2025-02-26,Beach,Flight,2,4086.6,3.0,Low,December,75
TRIP00121,USER9334,Paris,2024-08-29,2025-02-26,Cultural,Car,1,1656.63,10.0,High,August,181
TRIP06859,USER5424,London,2024-10-09,2024-11-09,Adventure,Bus,3,4415.14,5.0,Medium,October,31
TRIP04266,USER6357,Bangkok,2024-07-04,2025-01-31,Leisure,Train,2,1223.48,8.0,High,July,211
TRIP05632,USER7198,Paris,2024-05-20,2024-11-19,Cultural,Car,4,4773.39,3.0,Low,May,183
TRIP00330,USER4597,Bangkok,2025-02-28,2025-03-23,Adventure,Flight,3,882.44,5.0,Medium,February,23
TRIP04754,USER1969,Istanbul,2024-12-06,2025-02-27,Cultural,Bus,4,2018.54,6.0,Medium,December,83
TRIP03309,USER1601,Bangkok,2025-01-15,2025-02-23,Beach,Flight,1,1486.5,10.0,High,January,39
TRIP02390,USER7569,Bangkok,2024-05-05,2024-07-22,Adventure,Bus,1,4247.52,7.0,Medium,May,78
TRIP05575,USER3024,London,2024-05-16,2025-01-22,Family,Cruise,5,2013.28,9.0,High,May,251
TRIP02565,USER4133,Barcelona,2024-08-19,2025-04-09,Business,Bus,3,4135.25,2.0,Low,August,233
TRIP13448,USER5976,New York,2024-07-13,2025-02-08,Cultural,Bus,4,1553.1,8.0,High,July,210
TRIP18963,USER3961,Dubai,2024-11-28,2024-12-10,Adventure,Train,4,3173.29,1.0,Low,November,12
TRIP11185,USER9554,Rome,2024-05-04,2025-03-09,Beach,Train,1,4384.37,1.0,Low,May,309
TRIP16671,USER4612,Paris,2024-06-25,2024-09-30,Adventure,Train,2,4513.8,9.0,High,June,97
TRIP10977,USER7703,Dubai,2024-06-04,2024-06-30,Leisure,Cruise,3,4740.19,8.0,High,June,26
TRIP02197,USER8271,Paris,2024-08-03,2024-08-08,Adventure,Flight,4,3015.89,3.0,Low,August,5
TRIP04945,USER4917,Paris,2024-11-16,2024-12-01,Family,Car,2,3761.29,6.0,Medium,November,15
TRIP05202,USER6722,Rome,2024-12-07,2025-01-31,Business,Train,3,3223.54,8.0,High,December,55
TRIP01220,USER5325,Dubai,2024-05-17,2024-07-02,Leisure,Car,2,4706.32,5.0,Medium,May,46
TRIP15565,USER7389,Sydney,2025-01-18,2025-03-17,Adventure,Car,4,3904.91,4.0,Low,January,58
TRIP17974,USER9578,Sydney,2025-02-05,2025-03-12,Business,Cruise,4,862.2,10.0,High,February,35
TRIP13778,USER5853,Bangkok,2025-02-06,2025-04-12,Beach,Car,3,3572.13,1.0,Low,February,65
TRIP03150,USER3733,Dubai,2025-01-31,2025-03-05,Family,Bus,4,1329.73,3.0,Low,January,33
TRIP079,USER8349,Paris,2024-09-01,2024-11-20,Adventure,Bus,5,652.87,10.0,High,September,80
TRIP09829,USER1954,London,2024-03-16,2024-12-20,Cultural,Bus,1,2518.8,4.0,Low,March,279
TRIP12824,USER9367,New York,2025-02-24,2025-03-27,Leisure,Bus,4,760.33,10.0,High,February,31
TRIP03800,USER4643,Tokyo,2024-06-08,2025-03-08,Adventure,Car,3,574.6,5.0,Medium,June,273
TRIP18859,USER4324,Tokyo,2024-05-28,2024-05-30,Leisure,Car,2,1616.49,4.0,Low,May,2
TRIP12200,USER9447,Rome,2024-04-07,2024-07-21,Adventure,Flight,4,731.86,5.0,Medium,April,105
TRIP19297,USER6891,Tokyo,2024-08-23,2024-11-17,Leisure,Train,5,2821.17,9.0,High,August,86
TRIP10998,USER3381,Rome,2024-06-21,2024-12-24,Business,Bus,5,1337.57,1.0,Low,June,186
TRIP00603,USER4231,Rome,2025-03-05,2025-03-12,Cultural,Car,2,1843.21,10.0,High,March,7
TRIP16358,USER5461,Istanbul,2024-04-08,2024-06-01,Beach,Cruise,5,3899.53,3.0,Low,April,54
TRIP04592,USER6509,Sydney,2025-01-14,2025-02-06,Family,Flight,4,4729.14,2.0,Low,January,23
TRIP00949,USER2877,Istanbul,2024-08-22,2024-10-06,Cultural,Bus,3,1169.14,4.0,Low,August,45
TRIP18103,USER3970,Barcelona,2024-10-19,2024-11-01,Business,Bus,2,4543.92,5.0,Medium,October,13
TRIP17151,USER4883,Paris,2024-08-08,2025-03-27,Business,Train,4,4057.43,7.0,Medium,August,231
TRIP17259,USER7497,Paris,2024-05-14,2024-09-21,Family,Car,2,3652.47,6.0,Medium,May,130
TRIP15693,USER7409,London,2024-08-08,2025-02-19,Leisure,Car,1,4384.36,3.0,Low,August,195
TRIP09403,USER4606,Tokyo,2024-03-21,2024-04-27,Beach,Car,5,4550.41,5.0,Medium,March,37
TRIP16049,USER3025,Paris,2024-10-12,2025-01-26,Cultural,Car,2,1784.04,5.0,Medium,October,106
TRIP15289,USER7704,Tokyo,2024-06-24,2024-08-25,Business,Flight,3,3923.55,5.0,Medium,June,62
TRIP01574,USER2515,Tokyo,2024-05-01,2025-04-06,Cultural,Train,2,3126.29,6.0,Medium,May,340
TRIP04915,USER9006,Tokyo,2024-10-01,2024-10-24,Family,Cruise,4,1384.66,10.0,High,October,23
TRIP10287,USER2928,Paris,2025-02-27,2025-02-28,Family,Cruise,1,3711.48,6.0,Medium,February,1
TRIP06272,USER3662,Istanbul,2024-04-01,2024-07-09,Adventure,Car,5,3493.35,7.0,Medium,April,99
TRIP13011,USER1611,Barcelona,2024-07-04,2024-11-27,Adventure,Car,5,2501.36,5.0,Medium,July,146
TRIP04583,USER3029,Bangkok,2024-10-06,2024-10-21,Family,Train,4,2065.19,6.0,Medium,October,15
TRIP01796,USER5133,Paris,2024-05-30,2024-09-10,Adventure,Bus,3,2811.82,6.0,Medium,May,103
TRIP12156,USER8614,London,2024-11-15,2025-02-17,Business,Flight,1,3284.95,5.0,Medium,November,94
TRIP01105,USER5828,Istanbul,2024-12-09,2025-04-04,Beach,Flight,2,4479.23,4.0,Low,December,116
TRIP05597,USER3531,Istanbul,2024-06-21,2024-12-07,Beach,Cruise,5,1349.94,7.0,Medium,June,169
TRIP01960,USER8536,Barcelona,2024-05-18,2024-12-26,Family,Cruise,4,4795.0,2.0,Low,May,222
TRIP12849,USER3072,Paris,2025-03-12,2025-04-05,Beach,Train,4,1816.86,3.0,Low,March,24
TRIP19274,USER2892,New York,2024-08-03,2024-08-08,Leisure,Train,4,3813.6,3.0,Low,August,5
TRIP18509,USER5925,London,2024-07-07,2025-04-02,Adventure,Train,4,3212.97,5.0,Medium,July,269
TRIP00680,USER3281,Sydney,2024-11-03,2024-12-09,Cultural,Cruise,4,4792.02,6.0,Medium,November,36
TRIP10902,USER4861,Tokyo,2024-09-22,2025-01-07,Cultural,Flight,1,3704.03,7.0,Medium,September,107
TRIP06854,USER6920,Barcelona,2024-11-10,2025-01-26,Business,Train,4,921.35,7.0,Medium,November,77
TRIP01404,USER1433,Bangkok,2024-08-28,2025-01-05,Business,Train,3,2576.99,3.0,Low,August,130
TRIP10766,USER1287,Istanbul,2024-05-25,2024-08-19,Leisure,Bus,2,4918.44,6.0,Medium,May,86
TRIP00755,USER6695,Paris,2024-12-13,2025-01-11,Business,Bus,2,856.88,3.0,Low,December,29
TRIP15379,USER8993,New York,2024-11-08,2024-12-23,Beach,Car,1,2849.25,4.0,Low,November,45
TRIP03771,USER6558,Rome,2024-05-02,2024-11-21,Beach,Cruise,1,530.74,8.0,High,May,203
TRIP03001,USER2165,Rome,2025-02-25,2025-03-15,Leisure,Bus,1,2613.76,10.0,High,February,18
TRIP06759,USER1074,Istanbul,2025-01-31,2025-04-09,Business,Cruise,4,3076.45,6.0,Medium,January,68
TRIP03242,USER6932,London,2024-12-29,2025-03-19,Beach,Train,4,2873.71,4.0,Low,December,80
TRIP19198,USER2322,Tokyo,2024-10-26,2024-12-30,Cultural,Car,4,1994.69,6.0,Medium,October,65
TRIP10066,USER6163,Sydney,2024-10-12,2025-03-05,Adventure,Car,2,3980.46,2.0,Low,October,144
TRIP01784,USER5556,New York,2024-06-04,2024-11-09,Adventure,Train,5,4611.38,6.0,Medium,June,158
TRIP19128,USER1708,Tokyo,2024-08-19,2025-04-05,Family,Cruise,2,4716.72,2.0,Low,August,229
TRIP16543,USER1083,New York,2024-06-13,2025-03-15,Business,Train,4,4724.47,1.0,Low,June,275
TRIP11019,USER7816,Barcelona,2024-07-19,2024-09-29,Business,Train,3,2834.68,2.0,Low,July,72
TRIP11789,USER4041,Dubai,2024-11-23,2024-11-29,Business,Flight,4,4610.23,10.0,High,November,6
TRIP03049,USER9471,London,2024-12-08,2025-02-21,Business,Train,1,3521.55,5.0,Medium,December,75
TRIP05453,USER9882,Bangkok,2024-03-16,2024-07-20,Family,Flight,4,4731.49,4.0,Low,March,126
TRIP07933,USER2692,London,2024-06-25,2024-11-13,Beach,Bus,3,1804.18,2.0,Low,June,141
TRIP11314,USER1442,Dubai,2025-02-24,2025-03-24,Family,Car,3,1308.92,2.0,Low,February,28
TRIP10198,USER5835,Dubai,2024-09-11,2025-01-06,Leisure,Flight,4,2578.57,1.0,Low,September,117
TRIP06940,USER8364,Tokyo,2024-11-25,2024-11-25,Cultural,Train,5,583.69,9.0,High,November,0
TRIP13627,USER7822,London,2024-12-17,2025-03-03,Business,Bus,5,2248.62,3.0,Low,December,76
TRIP05241,USER3047,Rome,2024-06-07,2025-01-09,Adventure,Flight,2,4868.18,6.0,Medium,June,216
TRIP04662,USER5732,Tokyo,2024-04-11,2024-10-30,Family,Cruise,4,1809.68,1.0,Low,April,202
TRIP17178,USER1963,Tokyo,2025-03-08,2025-04-15,Business,Bus,5,3795.99,8.0,High,March,38
TRIP16132,USER1967,Sydney,2024-11-11,2025-02-14,Cultural,Flight,4,685.06,5.0,Medium,November,95
TRIP08803,USER1175,Dubai,2024-07-15,2025-04-13,Business,Cruise,1,2210.45,5.0,Medium,July,272
TRIP14157,USER9794,London,2024-06-27,2025-03-31,Beach,Cruise,3,4936.6,5.0,Medium,June,277
TRIP13442,USER5414,Paris,2024-09-29,2025-03-13,Family,Bus,2,908.77,5.0,Medium,September,165
TRIP08226,USER2515,Rome,2024-09-07,2024-12-22,Beach,Flight,2,1939.33,6.0,Medium,September,106
TRIP08045,USER6854,Sydney,2024-07-31,2024-09-28,Adventure,Cruise,3,3089.42,5.0,Medium,July,59
TRIP04302,USER8092,Istanbul,2024-07-08,2024-08-15,Beach,Train,3,4879.7,2.0,Low,July,38
TRIP13623,USER9572,Rome,2025-01-05,2025-03-05,Adventure,Bus,3,2670.62,10.0,High,January,59
TRIP10757,USER5758,London,2024-06-28,2024-09-11,Beach,Flight,4,3922.48,3.0,Low,June,75
TRIP06890,USER1853,Paris,2024-08-21,2024-09-06,Business,Cruise,4,4501.87,5.0,Medium,August,16
TRIP08193,USER1340,Bangkok,2024-07-05,2024-12-10,Family,Car,2,1951.73,1.0,Low,July,158
TRIP10209,USER7947,Sydney,2025-01-07,2025-02-10,Leisure,Flight,2,3068.68,3.0,Low,January,34
TRIP00704,USER2248,Bangkok,2024-03-22,2025-03-15,Beach,Car,4,1761.79,5.0,Medium,March,358
TRIP06229,USER4419,Barcelona,2024-05-06,2024-08-16,Business,Bus,3,529.63,10.0,High,May,102
TRIP11902,USER6542,Bangkok,2024-06-14,2024-09-19,Beach,Cruise,1,930.35,1.0,Low,June,97
TRIP08239,USER3634,Bangkok,2024-12-14,2025-04-04,Cultural,Flight,2,2591.17,7.0,Medium,December,111
TRIP06935,USER7558,Sydney,2024-10-26,2024-11-27,Business,Cruise,2,2619.9,8.0,High,October,32
TRIP12013,USER6641,Barcelona,2024-10-11,2025-02-17,Adventure,Bus,2,4814.25,2.0,Low,October,129
TRIP04463,USER8715,Paris,2024-11-14,2024-11-21,Cultural,Flight,3,1305.84,4.0,Low,November,7
TRIP06927,USER8723,Paris,2025-02-09,2025-02-11,Beach,Cruise,3,4351.23,4.0,Low,February,2
TRIP07051,USER4558,London,2024-11-30,2024-12-06,Beach,Car,5,3302.52,3.0,Low,November,6
TRIP04914,USER5264,Istanbul,2024-07-01,2025-01-21,Business,Bus,3,4652.28,1.0,Low,July,204
TRIP09581,USER7463,Paris,2024-05-05,2025-04-01,Business,Bus,2,4912.63,10.0,High,May,331
TRIP04416,USER8907,Sydney,2024-11-12,2024-11-27,Business,Flight,1,3702.91,8.0,High,November,15
TRIP15483,USER2669,Sydney,2025-01-04,2025-04-05,Adventure,Car,4,1709.38,1.0,Low,January,91
TRIP09636,USER7372,Dubai,2024-07-01,2024-12-09,Business,Car,1,2553.79,3.0,Low,July,161
TRIP02951,USER2079,New York,2024-12-04,2025-04-12,Family,Train,3,4142.47,6.0,Medium,December,129
TRIP17676,USER1797,Sydney,2024-04-29,2025-04-11,Family,Train,4,2733.18,4.0,Low,April,347
TRIP09920,USER8857,Rome,2025-02-03,2025-03-31,Adventure,Bus,2,3110.41,8.0,High,February,56
TRIP09570,USER7154,Dubai,2024-05-22,2025-02-08,Beach,Car,3,1250.4,1.0,Low,May,262
TRIP08817,USER8409,London,2025-02-09,2025-03-09,Leisure,Train,2,1113.7,2.0,Low,February,28
TRIP17421,USER9534,Barcelona,2024-04-01,2025-01-25,Business,Bus,4,1440.98,4.0,Low,April,299
TRIP18141,USER5651,Bangkok,2025-02-18,2025-03-31,Beach,Flight,3,3634.28,9.0,High,February,41
TRIP04389,USER2400,Dubai,2024-06-07,2024-10-04,Beach,Train,3,4220.48,7.0,Medium,June,119
TRIP19518,USER3944,Dubai,2025-02-12,2025-02-17,Beach,Train,2,3254.61,6.0,Medium,February,5
TRIP03731,USER1460,Dubai,2024-10-31,2025-01-27,Leisure,Car,2,4294.62,3.0,Low,October,88
